,0,1
const,9.117862551187107,9.137156797233255
Model,-0.00022975930222875543,0.0006130045558806105
Engine_Size,0.14423280879803863,0.1514909504551219
Fuel_Type,-0.01648572227246754,-0.00996246459166
Transmission,-0.10216189166662347,-0.09326872793783549
Car_Age,-0.266757469752075,-0.25946208824061906
Mileage_sqrt,-0.21795112154962265,-0.21065938744096918
