,0,1
const,9.118277349413715,9.139088448982656
Brand,-0.0017132927917345216,0.000945217103013879
Model,-0.00021576007076783832,0.0006717379662535799
Engine_Size,0.1442297695258509,0.15148852922415915
Fuel_Type,-0.01649118729787795,-0.009967172108945304
Transmission,-0.1021341928303111,-0.09323871608333222
Owner_Count,-0.002525539278651722,0.004745571958330509
Car_Age,-0.2667573323449051,-0.2594610641924601
Mileage_sqrt,-0.21797688617284425,-0.21068355824361387
